release_date,title,location,s1release_date,genre,imdb,rottentomato,ranking,season
Jul 292016, Home: Adventures with Tip & Oh , United States , 07/29/2016 , Animation ,6.2,,,season 1 
Jul 292016, Last Chance U , United States , 07/29/2016 , Documentary ,8.4,94,173,season 1 
Jul 292016, Lego Bionicle: The Journey to One , United States , 03/04/2016 , Animation ,5.5,,,season 2 
Jul 252016, Beat Bugs , Australia , 07/25/2016 , Animation ,7.6,,,season 1 
Jul 252016, Bottersnikes & Gumbles , United Kingdom , 07/25/2016 , Animation ,5.3,,,season 1 
Jul 242016, Popples , United States , 10/30/2015 , Animation ,6.1,,,season 3 
Jul 222016, BoJack Horseman , United States , 08/22/2014 , Animation ,8.8,93,,season 3 
Jul 152016, Stranger Things , United States , 07/15/2016 , Mystery ,8.7,92,64044,season 1 
Jul 142016, The Investigator: A British Crime Story , United Kingdom , 07/14/2016 , Documentary ,5.9,40,,season 1 
Jul 122016, Mob Psycho 100 , Japan , 01/12/2018 , Science Fiction ,8.6,,,season 1 
Jul 82016, Jim Henson's Word Party , United States , 07/08/2016 , Animation , ,,51,
Jul 62016, Paquita Salas , Spain , 07/06/2016 , Comedy ,8,89,,season 1 
Jul 12016, Marco Polo , United States , 12/12/2014 , History ,8,66,,season 2 
Jul 12016, Between , Canada , 05/21/2015 , Mystery ,5.9,22,,season 2 
Jun 212016, Greenleaf , United States , 06/21/2016 , Drama ,7.5,82,601,season 1 
Jun 202016, Kazoops! , Australia , 06/20/2016 , Animation ,8.1,,,season 1 
Jun 172016, Orange Is the New Black , United States , 07/11/2013 , Drama ,8.1,,610,season 4 
Jun 152016, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 8 
Jun 132016, Guilt , United States , 06/13/2016 , Drama ,6.1,67,6,season 1 
Jun 102016, Voltron: Legendary Defender , United States , 06/10/2016 , Animation ,8.1,95,,season 1 
Jun 52016, Secret City , Australia , 06/05/2016 , Drama ,7.4,100,1,season 1 
Jun 32016, Hibana: Spark , Japan , 06/02/2016 , Drama , ,,,season 1 
Jun 22016, El marginal , Argentina , 06/02/2016 , Crime ,8.2,,1292,season 1 
May 302016, Degrassi: Next Class , Canada , 01/04/2016 , Drama ,6.9,75,,season 2 
May 302016, Scream , United States , 06/30/2015 , Horror ,7.1,61,,season 2 
May 272016, Chef's Table , United States , 04/26/2015 , Documentary ,8.5,,,season 2 
May 272016, Mako: Island of Secrets , Australia , 07/26/2013 , Fantasy ,6.7,,,season 4 
May 272016, Bloodline , United States , 03/20/2015 , Drama ,7.9,62,,season 2 
May 202016, Lady Dynamite , United States , 05/20/2016 , Comedy ,7.3,97,,season 1 
May 192016, Coach Snoop , United States , 05/19/2016 , Documentary ,6.8,,,season 1 
May 112016, Chelsea , United States , 05/11/2016 , Talk Show ,6.3,41,,
May 62016, Marseille , France , 05/05/2016 , Drama ,6.9,33,,season 1 
May 62016, Grace and Frankie , United States , 05/08/2015 , Comedy ,8.2,90,3006,season 2 
May 32016, A Series of Unfortunate Events , United States , 01/13/2017 , Comedy ,7.8,96,,season 5 
May 32016, Marseille , France , 05/05/2016 , Drama ,6.9,33,,season 5 
Apr 222016, Toon , United States , 04/22/2016 , Comedy , ,,,season 1 
Apr 212016, Inside Amy Schumer , United States , 04/30/2013 , Situation ,7.2,81,,season 4 
Apr 172016, El Vato , United States , 04/17/2016 , Comedy ,7,,,season 1 
Apr 152016, Unbreakable Kimmy Schmidt , United States , 03/06/2015 , Comedy ,7.6,96,,season 2 
Apr 142016, Kong: King of the Apes , United States , 04/15/2016 , Animation ,5.8,,8,season 1 
Apr 142016, Orphan Black , United States , 03/30/2013 , Mystery ,8.4,93,64,season 4 
Apr 72016, Kuromukuro , Japan , 04/08/2016 , Animation ,7.2,53,,season 1 
Apr 42016, Marcella , United Kingdom , 04/04/2016 , Crime ,7.4,65,1220,season 1 
Apr 22016, Aggressive Retsuko , Japan , 04/02/2016 , Animation ,8.2,,,season 1 
Apr 12016, JoJo's Bizarre Adventure , Japan , 10/06/2012 , Animation ,8.5,,1733,season 3 
Apr 12016, The Ranch , United States , 04/01/2016 , Comedy ,7.5,71,,season 1 
Mar 312016, Locked Up , Spain , 04/20/2015 , Drama ,8.2,82,11214,season 2 
Mar 302016, NSU German History X ,,,,6.7,,,season 1 
Mar 282016, Terrace House: Boys & Girls in the City , Japan , 10/12/2015 , Reality-Show ,8.1,,11,season 1 
Mar 262016, Juana Inés , Mexico , 03/26/2016 , History ,7,,,season 1 
Mar 252016, VeggieTales in the House , United States , 11/26/2014 , Animation ,4,,,season 3 
Mar 222016, You Me Her , United States , 03/22/2016 , Comedy ,7,81,25,season 1 
Mar 182016, The Mr. Peabody & Sherman Show , United States , 10/09/2015 , Animation ,5.5,,,season 2 
Mar 142016, Some Assembly Required , Canada , 01/06/2014 , Comedy ,4.5,,,season 3 
Mar 112016, Popples , United States , 10/30/2015 , Animation ,6.1,,,season 2 
Mar 112016, Dinotrux , United States , 08/14/2015 , Animation ,6.8,,,season 2 
Mar 112016, Netflix Presents: The Characters , United States , 03/11/2016 , Documentary ,5.4,56,,season 1 
Mar 112016, Flaked , United States , 03/11/2016 , Drama ,7.2,35,,season 1 
Mar 42016, Slasher , Canada , 03/04/2016 , Horror ,6.7,66,,season 1 
Mar 42016, House of Cards , United States , 02/01/2013 , Drama ,8.7,77,,season 4 
Mar 42016, Lego Bionicle: The Journey to One , United States , 03/04/2016 , Animation ,5.5,,,season 1 
Feb 262016, Fuller House , United States , 02/26/2016 , Comedy ,6.7,75,631,season 1 
Feb 192016, Cooked , United States , 02/19/2016 , Documentary ,8.1,,,season 1 
Feb 192016, Love , United States , 02/19/2016 , Comedy ,7.7,94,,season 1 
Feb 152016, Cuckoo , United Kingdom , 09/25/2012 , Comedy ,7.2,68,,season 3 
Feb 92016, Wanted , Australia , 02/09/2016 , Drama ,7.6,86,,season 1 
Feb 52016, Care Bears and Cousins , United States , 12/18/2015 , Animation ,6.8,,,season 2 
Feb 42016, Inside the World's Toughest Prisons , United Kingdom , 04/20/2016 , Documentary ,6.3,,3308,season 1 
Jan 292016, Ever After High , Canada , 06/18/2013 , Animation ,7.7,,,season 4 
Jan 252016, Lucifer , United States , 01/25/2016 , Superhero ,8.1,88,65635,season 1 
Jan 232016, Chelsea Does , United States , 01/23/2016 , Documentary ,7.4,79,,season 1 
Jan 142016, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 7 
Jan 122016, Shadowhunters , United States , 01/12/2016 , Horror ,6.5,76,,season 1 
Jan 112016, Crashing , United Kingdom , 01/11/2016 , Comedy ,7.6,83,,season 1 
Jan 82016, ERASED , Japan , 01/08/2016 , Animation ,8.5,,,season 1 
Jan 42016, Degrassi: Next Class , Canada , 01/04/2016 , Drama ,6.9,75,,season 1 
Jan 32016, Rebellion , Ireland , 01/03/2016 , Drama ,7.1,40,,season 1 
Dec 302015, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 7 
Dec 252015, Dawn of the Croods , United States , 12/24/2015 , Animation ,5.8,,,season 1 
Dec 182015, F is for Family , United States , 12/18/2015 , Animation ,8,93,554,season 1 
Dec 182015, Making a Murderer , United States , 12/18/2015 , Documentary ,8.6,84,,season 1 
Dec 112015, Lost & Found Music Studios , Canada , 12/11/2015 , Drama ,6.5,,,season 1 
Dec 12015, Real Rob , United States , 12/01/2015 , Comedy ,6.4,,,season 1 
Nov 222015, Saints & Strangers , United States , 11/22/2015 , Drama ,7.1,80,,season 1 
Nov 132015, W/ Bob & David , United States , 11/13/2015 , Comedy ,7.3,,,
Nov 112015, The Frankenstein Chronicles , United Kingdom , 11/11/2015 , Crime ,7.2,78,,season 1 
Nov 62015, Care Bears and Cousins , United States , 12/18/2015 , Animation ,6.8,,,season 1 
Nov 62015, Master of None , United States , 11/06/2015 , Comedy ,8.2,94,184,season 1 
Nov 12015, Mike Tyson Mysteries , United States , 10/27/2014 , Animated ,8.2,96,238,season 2 
Oct 302015, Popples , United States , 10/30/2015 , Animation ,6.1,,,season 1 
Oct 292015, A Very Secret Service , France , 10/29/2015 , Comedy ,7.7,,,
Oct 232015, Hemlock Grove , United States , 04/19/2013 , Horror ,7,38,,season 3 
Oct 182015, Case , Iceland , 10/18/2015 , Crime ,7,,,season 1 
Oct 152015, No Second Chance ,,,,7.5,,,
Oct 132015, River , United Kingdom , 10/13/2015 , Crime ,8,100,2,season 1 
Oct 102015, The Last Kingdom , United Kingdom , 10/10/2015 , History ,8.5,91,16595,season 1 
Oct 92015, The Mr. Peabody & Sherman Show , United States , 10/09/2015 , Animation ,5.5,,,season 1 
Oct 62015, Chewing Gum , United Kingdom , 10/06/2015 , Comedy ,7.7,100,1,season 1 
Sep 282015, The Returned ,,,,7.2,,,season 2 
Sep 252015, VeggieTales in the House , United States , 11/26/2014 , Animation ,4,,,season 2 
Sep 212015, Gotham , United States , 09/22/2014 , Superhero ,7.8,77,1762,season 2 
Sep 142015, Merlí , Spain , 09/14/2015 , Comedy ,8.6,,7,
Sep 92015, Historia de un Clan ,,,,7.8,,,season 1 
Sep 22015, Atelier , Japan , 09/02/2015 , Drama ,7.3,,,season 1 
Aug 292015, Inspector Gadget , Canada , 03/27/2015 , Animation ,4.5,,,season 2 
Aug 282015, Narcos , United States , 08/28/2015 , Drama ,8.8,89,402,season 1 
Aug 142015, Dinotrux , United States , 08/14/2015 , Animation ,6.8,,,season 1 
Aug 132015, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 6 
Aug 72015, Project Mc2 , United States , 08/07/2015 , Comedy ,6.1,,,season 1 
Aug 72015, Club de Cuervos , Mexico , 08/07/2015 , Drama ,8.2,89,,season 1 
Jul 312015, Wet Hot American Summer: First Day of Camp , United States , 07/31/2015 , Comedy ,7.3,,,season 1 
Jul 172015, BoJack Horseman , United States , 08/22/2014 , Animation ,8.8,93,,season 2 
Jul 92015, Glitch , Australia , 07/09/2015 , Mystery ,7.2,80,,season 1 
Jul 32015, Oh My Ghostess , South Korea , 07/03/2015 , Comedy ,8,,12,season 1 
Jun 302015, Scream , United States , 06/30/2015 , Horror ,7.1,61,,season 1 
Jun 192015, Some Assembly Required , Canada , 01/06/2014 , Comedy ,4.5,,,season 2 
Jun 122015, Orange Is the New Black , United States , 07/11/2013 , Drama ,8.1,,610,season 3 
Jun 52015, Sense8 , United States , 06/05/2015 , Mystery ,8.2,86,,season 1 
Jun 32015, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 6 
Jun 12015, H2O - Abenteuer Meerjungfrau , Germany , 06/01/2015 , Animation ,5.5,,,
May 292015, Mako: Island of Secrets , Australia , 07/26/2013 , Fantasy ,6.7,,,season 3 
May 242015, Tales by Light , Australia , 05/24/2015 , Documentary ,8.2,92,,season 1 
May 212015, Between , Canada , 05/21/2015 , Mystery ,5.9,22,,season 1 
May 82015, Grace and Frankie , United States , 05/08/2015 , Comedy ,8.2,90,3006,season 1 
Apr 262015, Chef's Table , United States , 04/26/2015 , Documentary ,8.5,,,season 1 
Apr 212015, Inside Amy Schumer , United States , 04/30/2013 , Situation ,7.2,81,,season 3 
Apr 202015, Locked Up , Spain , 04/20/2015 , Drama ,8.2,82,11214,season 1 
Apr 182015, Orphan Black , United States , 03/30/2013 , Mystery ,8.4,93,64,season 3 
Apr 112015, Knights of Sidonia , Japan , 04/11/2014 , Animation ,7.9,93,,season 2 
Mar 272015, Inspector Gadget , Canada , 03/27/2015 , Animation ,4.5,,,season 1 
Mar 202015, Bloodline , United States , 03/20/2015 , Drama ,7.9,62,,season 1 
Mar 162015, Spotless , United Kingdom , 03/16/2015 , Crime ,7.7,100,,season 1 
Mar 162015, Rita , Denmark , 02/09/2012 , Comedy ,8.1,94,167,season 3 
Mar 92015, The Returned ,,,,7.2,,,season 1 
Mar 62015, Unbreakable Kimmy Schmidt , United States , 03/06/2015 , Comedy ,7.6,96,,season 1 
Mar 12015, Pompidou ,,,,4.2,,,season 1 
Feb 272015, House of Cards , United States , 02/01/2013 , Drama ,8.7,77,,season 3 
Feb 152015, Fauda , Israel , 02/15/2015 , Action ,8.3,100,4737,season 1 
Feb 132015, Mako: Island of Secrets , Australia , 07/26/2013 , Fantasy ,6.7,,,season 2 
Jan 82015, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 5 
Jan 42015, Ever After High , Canada , 06/18/2013 , Animation ,7.7,,,season 3 
Dec 122014, Marco Polo , United States , 12/12/2014 , History ,8,66,,season 1 
Nov 262014, VeggieTales in the House , United States , 11/26/2014 , Animation ,4,,,season 1 
Nov 72014, Bee and PuppyCat , United States , 11/06/2014 , Animation ,8.2,,,season 1 
Nov 62014, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 5 
Oct 292014, Lilyhammer , Norway , 01/25/2012 , Crime ,7.9,65,,season 3 
Oct 272014, Mike Tyson Mysteries , United States , 10/27/2014 , Animated ,8.2,96,238,season 1 
Oct 52014, The Seven Deadly Sins , Japan , 10/05/2014 , Animation ,7.9,,8534,season 1 
Sep 232014, A Series of Unfortunate Events , United States , 01/13/2017 , Comedy ,7.8,96,,season 4 
Sep 232014, Marseille , France , 05/05/2016 , Drama ,6.9,33,,season 4 
Sep 222014, Gotham , United States , 09/22/2014 , Superhero ,7.8,77,1762,season 1 
Aug 222014, BoJack Horseman , United States , 08/22/2014 , Animation ,8.8,93,,season 1 
Aug 72014, Cuckoo , United Kingdom , 09/25/2012 , Comedy ,7.2,68,,season 2 
Jul 162014, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 15 
Jul 102014, Hemlock Grove , United States , 04/19/2013 , Horror ,7,38,,season 2 
Jun 192014, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 4 
Jun 62014, Orange Is the New Black , United States , 07/11/2013 , Drama ,8.1,,610,season 2 
Apr 232014, Derek , United Kingdom , 01/30/2013 , Comedy ,8.1,60,,season 2 
Apr 192014, Orphan Black , United States , 03/30/2013 , Mystery ,8.4,93,64,season 2 
Apr 152014, Chosen , China , 01/07/2018 , Mystery , ,,,season 3 
Apr 112014, Knights of Sidonia , Japan , 04/11/2014 , Animation ,7.9,93,,season 1 
Apr 42014, JoJo's Bizarre Adventure , Japan , 10/06/2012 , Animation ,8.5,,1733,season 2 
Apr 12014, Inside Amy Schumer , United States , 04/30/2013 , Situation ,7.2,81,,season 2 
Feb 142014, House of Cards , United States , 02/01/2013 , Drama ,8.7,77,,season 2 
Jan 92014, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 4 
Jan 72014, Ever After High , Canada , 06/18/2013 , Animation ,7.7,,,season 2 
Jan 62014, Some Assembly Required , Canada , 01/06/2014 , Comedy ,4.5,,,season 1 
Jan 22014, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 3 
Dec 122013, Chosen , China , 01/07/2018 , Mystery , ,,,season 2 
Oct 232013, Lilyhammer , Norway , 01/25/2012 , Crime ,7.9,65,,season 2 
Oct 82013, Russell Peters vs. the World , United States , 10/08/2013 , Documentary ,5.5,,,season 1 
Sep 242013, Marseille , France , 05/05/2016 , Drama ,6.9,33,,season 3 
Sep 192013, DreamWorks Dragons , United States , 08/07/2012 , Animation ,7.2,,1,season 2 
Sep 112013, Rita , Denmark , 02/09/2012 , Comedy ,8.1,94,167,season 2 
Aug 42013, Southcliffe ,,,,7,86,,season 1 
Jul 282013, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 14 
Jul 272013, Mako: Island of Secrets , Australia , 07/26/2013 , Fantasy ,6.7,,,season 1 
Jul 112013, Orange Is the New Black , United States , 07/11/2013 , Drama ,8.1,,610,season 1 
Jun 182013, Ever After High , Canada , 06/18/2013 , Animation ,7.7,,,season 1 
Jun 132013, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 2 
May 262013, Arrested Development , United States , 11/02/2003 , Comedy ,8.7,75,,season 4 
Apr 302013, Inside Amy Schumer , United States , 04/30/2013 , Situation ,7.2,81,,season 1 
Apr 192013, Hemlock Grove , United States , 04/19/2013 , Horror ,7,38,,season 1 
Mar 302013, Orphan Black , United States , 03/30/2013 , Mystery ,8.4,93,64,season 1 
Feb 112013, Black Mirror , United Kingdom , 12/04/2011 , Science Fiction ,8.8,84,15,season 2 
Feb 32013, Dokidoki! Precure , Japan , 02/03/2013 , Animation ,6.2,,,season 1 
Feb 12013, House of Cards , United States , 02/01/2013 , Drama ,8.7,77,,season 1 
Jan 302013, Derek , United Kingdom , 01/30/2013 , Comedy ,8.1,60,,season 1 
Jan 62013, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 3 
Jan 12013, Borgen , Denmark , 09/26/2010 , Drama ,8.5,100,1370,season 3 
Jan 12013, Lockup: County Jails ,,,, ,,,
Oct 52012, JoJo's Bizarre Adventure , Japan , 10/06/2012 , Animation ,8.5,,1733,season 1 
Sep 252012, Cuckoo , United Kingdom , 09/25/2012 , Comedy ,7.2,68,,season 1 
Aug 182012, The Piano Forest , Japan , 04/09/2018 , Animation ,7.2,,,season 1 
Aug 72012, DreamWorks Dragons , United States , 08/07/2012 , Animation ,7.2,,1,season 1 
Jul 192012, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 1 
Jul 12012, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 2 
Mar 152012, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 13 
Feb 92012, Rita , Denmark , 02/09/2012 , Comedy ,8.1,94,167,season 1 
Feb 52012, Glitter Force , Japan , 02/05/2012 , Animation ,6.2,,21,
Jan 252012, Lilyhammer , Norway , 01/25/2012 , Crime ,7.9,65,,season 1 
Jan 12012, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 1 
Dec 42011, Black Mirror , United Kingdom , 12/04/2011 , Science Fiction ,8.8,84,15,season 1 
Sep 252011, Borgen , Denmark , 09/26/2010 , Drama ,8.5,100,1370,season 2 
Jun 132011, The Mantis , France , 09/04/2017 , Crime ,7.5,,,season 1 
Jun 72011, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 12 
Sep 262010, Borgen , Denmark , 09/26/2010 , Drama ,8.5,100,1370,season 1 
Oct 12009, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 11 
Sep 282008, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 10 
Mar 22006, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 9 
Sep 192005, Arrested Development , United States , 11/02/2003 , Comedy ,8.7,75,,season 3 
Nov 72004, Arrested Development , United States , 11/02/2003 , Comedy ,8.7,75,,season 2 
Aug 222004, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 8 
Nov 92003, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 7 
Nov 22003, Arrested Development , United States , 11/02/2003 , Comedy ,8.7,75,,season 1 
Sep 12002, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 6 
Aug 52001, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 5 
Aug 62000, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 4 
Aug 11999, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 3 
Apr 111999, Mystery Science Theater 3000: The Return , United States , 04/14/2017 , Comedy ,8.2,100,,season 10 
Aug 161998, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 2 
Mar 141998, Mystery Science Theater 3000: The Return , United States , 04/14/2017 , Comedy ,8.2,100,,season 9 
Aug 171997, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 1 
Feb 11997, Mystery Science Theater 3000: The Return , United States , 04/14/2017 , Comedy ,8.2,100,,season 8 
Feb 31996, Mystery Science Theater 3000: The Return , United States , 04/14/2017 , Comedy ,8.2,100,,season 7 
